,participant,parent index,left child index,right child index,path_resp.keys,path_resp.rt,left distance,right distance,parent cluster,left child cluster,right child cluster,left_option,right_option,left_right_option,left_right_distance,right_closer,walk_length
189,242010.0,0.0,8.0,9.0,right,1.5167419910430908,6.0,7.0,A,B,B,across,across,across_across,-1.0,1,300.0
190,242010.0,0.0,2.0,7.0,right,2.795494794845581,2.0,5.0,A,A,B,within,across,within_across,-3.0,1,300.0
191,242010.0,4.0,7.0,1.0,right,5.980661153793335,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
192,242010.0,7.0,5.0,3.0,left,1.7442281246185305,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
193,242010.0,6.0,9.0,3.0,right,1.5902109146118164,2.0,3.0,B,B,A,within,across,within_across,-1.0,1,300.0
194,242010.0,1.0,2.0,9.0,left,1.734809160232544,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
195,242010.0,5.0,7.0,6.0,right,2.234755039215088,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
196,242010.0,3.0,6.0,7.0,left,1.396897792816162,3.0,3.0,A,B,B,across,across,across_across,0.0,0,300.0
197,242010.0,4.0,8.0,0.0,left,2.952160120010376,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
198,242010.0,2.0,1.0,5.0,right,13.921637058258057,1.0,2.0,A,A,B,within,across,within_across,-1.0,1,300.0
199,242010.0,2.0,5.0,6.0,left,2.186041116714477,2.0,3.0,A,B,B,across,across,across_across,-1.0,0,300.0
200,242011.0,0.0,8.0,5.0,right,10.501205921173096,6.0,4.0,A,B,B,across,across,across_across,2.0,1,300.0
201,242011.0,5.0,1.0,7.0,right,2.928138971328736,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
202,242011.0,5.0,4.0,6.0,right,2.0765039920806885,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
203,242011.0,0.0,4.0,3.0,left,2.045046091079712,3.0,2.0,A,A,A,within,within,within_within,1.0,0,300.0
204,242011.0,4.0,2.0,5.0,left,3.445908069610596,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
205,242011.0,5.0,6.0,7.0,right,3.1431829929351807,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
206,242011.0,1.0,7.0,8.0,left,4.457499027252197,4.0,5.0,A,B,B,across,across,across_across,-1.0,0,300.0
207,242011.0,4.0,8.0,0.0,left,1.8885738849639893,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
208,242011.0,9.0,4.0,1.0,left,2.294625997543335,4.0,6.0,B,A,A,across,across,across_across,-2.0,0,300.0
209,242011.0,4.0,5.0,3.0,right,2.036984920501709,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
210,242011.0,3.0,9.0,7.0,right,5.493760824203491,5.0,3.0,A,B,B,across,across,across_across,2.0,1,300.0
211,242011.0,5.0,1.0,9.0,left,8.538525104522705,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
212,242011.0,1.0,2.0,9.0,left,1.6284849643707275,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
213,242011.0,5.0,2.0,8.0,left,1.4608700275421145,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
214,242011.0,7.0,6.0,2.0,left,1.5496418476104736,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,300.0
215,242011.0,4.0,1.0,6.0,right,2.945103883743286,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
216,242011.0,5.0,3.0,8.0,left,1.3957068920135498,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
217,242011.0,4.0,7.0,1.0,right,1.0379691123962402,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
218,242011.0,5.0,9.0,1.0,right,1.4155900478363037,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
219,242011.0,6.0,2.0,3.0,left,1.504828929901123,3.0,3.0,B,A,A,across,across,across_across,0.0,0,300.0
220,242012.0,6.0,2.0,5.0,right,8.003625826444477,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
221,242012.0,4.0,1.0,6.0,left,1.5085342144593596,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
222,242012.0,1.0,2.0,6.0,left,4.579428597353399,1.0,4.0,A,A,B,within,across,within_across,-3.0,0,300.0
223,242012.0,4.0,0.0,8.0,right,4.21538108587265,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
224,242012.0,5.0,8.0,3.0,right,7.729072111658752,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
225,242012.0,0.0,5.0,4.0,left,6.44585287803784,4.0,3.0,A,B,A,across,within,across_within,1.0,0,300.0
226,242012.0,8.0,0.0,9.0,left,2.0628708987496798,6.0,1.0,B,A,B,across,within,across_within,5.0,0,300.0
227,242012.0,0.0,3.0,4.0,left,5.079718675464392,2.0,3.0,A,A,A,within,within,within_within,-1.0,0,300.0
228,242012.0,8.0,1.0,4.0,left,5.246613842900842,5.0,3.0,B,A,A,across,across,across_across,2.0,0,300.0
229,242012.0,4.0,7.0,1.0,right,2.7674852847121656,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
230,242012.0,5.0,7.0,6.0,right,6.940298832021654,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
231,242012.0,5.0,1.0,9.0,left,4.128692988306284,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
232,242012.0,6.0,7.0,1.0,left,2.142636361066252,1.0,4.0,B,B,A,within,across,within_across,-3.0,0,300.0
233,242012.0,5.0,6.0,4.0,left,6.306850795634091,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
234,242012.0,4.0,2.0,5.0,right,2.409914274699986,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
235,242012.0,4.0,5.0,3.0,right,1.828617827501148,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
236,242012.0,6.0,4.0,3.0,right,2.6387892784550786,2.0,3.0,B,A,A,across,across,across_across,-1.0,1,300.0
237,242012.0,2.0,1.0,0.0,right,1.9044909290969367,1.0,2.0,A,A,A,within,within,within_within,-1.0,1,300.0
238,242012.0,5.0,2.0,8.0,left,6.086699869949371,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
239,242012.0,9.0,8.0,5.0,right,5.942266594152898,1.0,3.0,B,B,B,within,within,within_within,-2.0,1,300.0
240,242013.0,7.0,1.0,5.0,right,4.097850221674889,4.0,1.0,B,A,B,across,within,across_within,3.0,1,1.0
241,242013.0,0.0,2.0,6.0,right,1.801073681563139,2.0,5.0,A,A,B,within,across,within_across,-3.0,1,1.0
242,242013.0,3.0,5.0,6.0,left,1.476216004230082,2.0,3.0,A,B,B,across,across,across_across,-1.0,0,1.0
243,242013.0,5.0,1.0,9.0,left,2.356378701515496,3.0,3.0,B,A,B,across,within,across_within,0.0,0,1.0
244,242013.0,8.0,0.0,4.0,right,1.512443176470697,6.0,3.0,B,A,A,across,across,across_across,3.0,1,1.0
245,242013.0,5.0,3.0,8.0,left,1.6392846149392426,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
246,242013.0,4.0,6.0,1.0,left,2.5610591927543283,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
247,242013.0,0.0,4.0,5.0,right,2.3658109209500253,3.0,4.0,A,A,B,within,across,within_across,-1.0,1,1.0
248,242013.0,5.0,7.0,6.0,left,1.4255395573563874,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
249,242013.0,4.0,0.0,8.0,right,1.6837103446014223,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
250,242013.0,4.0,2.0,5.0,left,3.995553442742676,1.0,1.0,A,A,B,within,across,within_across,0.0,0,1.0
251,242013.0,4.0,5.0,3.0,right,3.9745205105282366,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
252,242013.0,6.0,9.0,5.0,left,4.970202240161598,2.0,1.0,B,B,B,within,within,within_within,1.0,0,1.0
253,242013.0,8.0,4.0,1.0,right,1.5420492617413402,3.0,5.0,B,A,A,across,across,across_across,-2.0,1,1.0
254,242013.0,1.0,9.0,4.0,left,140.36608258634806,6.0,2.0,A,B,A,across,within,across_within,4.0,0,1.0
255,242013.0,9.0,5.0,0.0,left,3.237948323134333,3.0,7.0,B,B,A,within,across,within_across,-4.0,0,1.0
256,242013.0,4.0,1.0,7.0,right,1.6478538438677788,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
257,242013.0,5.0,6.0,4.0,left,1.7773358686827123,1.0,1.0,B,B,A,within,across,within_across,0.0,0,1.0
258,242013.0,2.0,5.0,8.0,right,1.9014660869725049,2.0,4.0,A,B,B,across,across,across_across,-2.0,1,1.0
259,242013.0,5.0,8.0,2.0,right,3.316613239236176,2.0,2.0,B,B,A,within,across,within_across,0.0,1,1.0
260,242014.0,7.0,0.0,2.0,left,10.569141839630902,5.0,3.0,B,A,A,across,across,across_across,2.0,0,300.0
261,242014.0,4.0,1.0,6.0,left,1.9322095443494616,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
262,242014.0,5.0,1.0,9.0,left,1.8502770983614028,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
263,242014.0,9.0,5.0,0.0,right,1.4757022550329566,3.0,7.0,B,B,A,within,across,within_across,-4.0,1,300.0
264,242014.0,5.0,3.0,1.0,right,5.683953333646059,2.0,3.0,B,A,A,across,across,across_across,-1.0,1,300.0
265,242014.0,1.0,7.0,8.0,left,2.2107452685013413,4.0,5.0,A,B,B,across,across,across_across,-1.0,0,300.0
266,242014.0,5.0,8.0,2.0,right,2.7815337013453245,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
267,242014.0,0.0,2.0,8.0,right,2.593589000403881,2.0,6.0,A,A,B,within,across,within_across,-4.0,1,300.0
268,242014.0,5.0,6.0,4.0,right,6.772432611789554,1.0,1.0,B,B,A,within,across,within_across,0.0,1,300.0
269,242014.0,5.0,7.0,6.0,left,1.9444559146650136,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
270,242014.0,4.0,1.0,7.0,left,1.6458969484083354,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
271,242014.0,4.0,0.0,8.0,left,6.446470463648439,3.0,3.0,A,A,B,within,across,within_across,0.0,0,300.0
272,242014.0,4.0,3.0,5.0,right,2.423534667585045,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
273,242014.0,8.0,7.0,6.0,right,9.785134172532707,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
274,242014.0,8.0,2.0,4.0,left,4.172278366051614,4.0,3.0,B,A,A,across,across,across_across,1.0,0,300.0
275,242014.0,6.0,9.0,5.0,left,3.464569410774857,2.0,1.0,B,B,B,within,within,within_within,1.0,0,300.0
276,242014.0,5.0,7.0,6.0,left,1.9522783663123848,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
277,242014.0,5.0,3.0,8.0,left,8.037472003139555,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
278,242014.0,4.0,5.0,2.0,left,6.10982220992446,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
279,242014.0,0.0,6.0,4.0,left,1.164225904736668,5.0,3.0,A,B,A,across,within,across_within,2.0,0,300.0
280,242015.0,5.0,6.0,7.0,right,8.802756497170776,1.0,1.0,B,B,B,within,within,within_within,0.0,1,1.0
281,242015.0,5.0,2.0,8.0,left,4.524987171404064,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
282,242015.0,4.0,7.0,1.0,right,3.4902611006982625,2.0,2.0,A,B,A,across,within,across_within,0.0,1,1.0
283,242015.0,7.0,3.0,2.0,right,10.83412750158459,3.0,3.0,B,A,A,across,across,across_across,0.0,1,1.0
284,242015.0,3.0,0.0,8.0,left,3.7141993422992527,2.0,4.0,A,A,B,within,across,within_across,-2.0,0,1.0
285,242015.0,5.0,4.0,6.0,left,3.993177578784525,1.0,1.0,B,A,B,across,within,across_within,0.0,0,1.0
286,242015.0,5.0,1.0,9.0,right,7.939581937156618,3.0,3.0,B,A,B,across,within,across_within,0.0,1,1.0
287,242015.0,4.0,5.0,2.0,right,5.080888043623418,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
288,242015.0,7.0,6.0,2.0,right,4.096813667565584,1.0,3.0,B,B,A,within,across,within_across,-2.0,1,1.0
289,242015.0,8.0,9.0,0.0,right,4.543138337787241,1.0,6.0,B,B,A,within,across,within_across,-5.0,1,1.0
290,242015.0,4.0,1.0,6.0,left,2.1643620394170284,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
291,242015.0,9.0,1.0,0.0,left,3.617185245268047,6.0,7.0,B,A,A,across,across,across_across,-1.0,0,1.0
292,242015.0,4.0,2.0,7.0,left,6.018561984878033,1.0,2.0,A,A,B,within,across,within_across,-1.0,0,1.0
293,242015.0,3.0,2.0,7.0,right,1.9806501856073735,1.0,3.0,A,A,B,within,across,within_across,-2.0,1,1.0
294,242015.0,3.0,9.0,2.0,right,4.519886806141585,5.0,1.0,A,B,A,across,within,across_within,4.0,1,1.0
295,242015.0,2.0,9.0,5.0,left,1.4460270456038415,5.0,2.0,A,B,B,across,across,across_across,3.0,0,1.0
296,242015.0,4.0,5.0,3.0,right,4.503624015022069,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
297,242015.0,0.0,3.0,6.0,left,4.118507048115134,2.0,5.0,A,A,B,within,across,within_across,-3.0,0,1.0
298,242015.0,5.0,3.0,8.0,right,5.691601617727429,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
299,242015.0,4.0,0.0,8.0,right,1.5233224667608738,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
300,242016.0,5.0,7.0,6.0,left,6.476504874881357,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
301,242016.0,4.0,8.0,7.0,right,10.219780856743457,3.0,2.0,A,B,B,across,across,across_across,1.0,1,300.0
302,242016.0,1.0,7.0,4.0,right,4.10949983401224,4.0,2.0,A,B,A,across,within,across_within,2.0,1,300.0
303,242016.0,4.0,2.0,5.0,left,2.324079507496208,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
304,242016.0,5.0,2.0,3.0,left,9.897426122333854,2.0,2.0,B,A,A,across,across,across_across,0.0,0,300.0
305,242016.0,9.0,8.0,7.0,right,3.1604886958375573,1.0,2.0,B,B,B,within,within,within_within,-1.0,1,300.0
306,242016.0,5.0,2.0,8.0,left,1.813169730361551,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
307,242016.0,5.0,3.0,8.0,left,3.41495819343254,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
308,242016.0,4.0,6.0,1.0,right,2.0656400732696056,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
309,242016.0,5.0,9.0,1.0,right,5.898160524200648,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
310,242016.0,4.0,5.0,3.0,left,2.7606257358565927,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
311,242016.0,4.0,1.0,7.0,left,1.8053315826691687,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
312,242016.0,6.0,4.0,7.0,right,4.336205741390586,2.0,1.0,B,A,B,across,within,across_within,1.0,1,300.0
313,242016.0,7.0,4.0,1.0,right,3.7247964018024495,2.0,4.0,B,A,A,across,across,across_across,-2.0,1,300.0
314,242016.0,5.0,6.0,4.0,right,5.075119985733181,1.0,1.0,B,B,A,within,across,within_across,0.0,1,300.0
315,242016.0,2.0,3.0,6.0,left,4.355390745215118,1.0,3.0,A,A,B,within,across,within_across,-2.0,0,300.0
316,242016.0,3.0,8.0,0.0,left,2.623316731769592,4.0,2.0,A,B,A,across,within,across_within,2.0,0,300.0
317,242016.0,0.0,5.0,7.0,right,3.0817471095360816,4.0,5.0,A,B,B,across,across,across_across,-1.0,1,300.0
318,242016.0,4.0,0.0,8.0,right,3.729801684152335,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
319,242016.0,9.0,2.0,4.0,left,6.046842041425407,5.0,4.0,B,A,A,across,across,across_across,1.0,0,300.0
320,242017.0,6.0,1.0,2.0,left,6.586490084417164,4.0,3.0,B,A,A,across,across,across_across,1.0,0,1.0
321,242017.0,4.0,5.0,2.0,left,11.685121192596853,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
322,242017.0,0.0,8.0,3.0,left,4.259117389563471,6.0,2.0,A,B,A,across,within,across_within,4.0,0,1.0
323,242017.0,4.0,5.0,3.0,left,5.475683842319995,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
324,242017.0,0.0,5.0,9.0,right,2.50721754366532,4.0,7.0,A,B,B,across,across,across_across,-3.0,1,1.0
325,242017.0,5.0,6.0,7.0,left,2.7613541008904576,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
326,242017.0,4.0,6.0,1.0,left,3.117982130497694,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
327,242017.0,0.0,6.0,9.0,right,2.5883872136473656,5.0,7.0,A,B,B,across,across,across_across,-2.0,1,1.0
328,242017.0,3.0,4.0,6.0,left,1.7921612481586635,1.0,3.0,A,A,B,within,across,within_across,-2.0,0,1.0
329,242017.0,9.0,0.0,1.0,right,2.058597905095666,7.0,6.0,B,A,A,across,across,across_across,1.0,1,1.0
330,242017.0,5.0,9.0,1.0,left,1.0833553685806692,3.0,3.0,B,B,A,within,across,within_across,0.0,0,1.0
331,242017.0,5.0,3.0,8.0,right,4.051594977267087,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
332,242017.0,5.0,2.0,8.0,right,6.107596667483449,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
333,242017.0,2.0,7.0,9.0,left,1.2343680765479803,3.0,5.0,A,B,B,across,across,across_across,-2.0,0,1.0
334,242017.0,8.0,5.0,1.0,left,1.876248000189662,2.0,5.0,B,B,A,within,across,within_across,-3.0,0,1.0
335,242017.0,7.0,5.0,6.0,left,1.4679649253375828,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
336,242017.0,4.0,7.0,1.0,left,1.1484463764354589,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
337,242017.0,4.0,8.0,0.0,right,1.449273446109146,3.0,3.0,A,B,A,across,within,across_within,0.0,1,1.0
338,242017.0,5.0,4.0,6.0,left,1.3147336174733937,1.0,1.0,B,A,B,across,within,across_within,0.0,0,1.0
339,242017.0,7.0,4.0,3.0,left,1.3775589363649487,2.0,3.0,B,A,A,across,across,across_across,-1.0,0,1.0
340,242018.0,1.0,9.0,4.0,right,21.013057140167803,6.0,2.0,A,B,A,across,within,across_within,4.0,1,300.0
341,242018.0,4.0,5.0,3.0,left,5.445926227606833,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
342,242018.0,6.0,2.0,5.0,right,5.462848259601742,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
343,242018.0,4.0,3.0,0.0,left,5.198379969224334,1.0,3.0,A,A,A,within,within,within_within,-2.0,0,300.0
344,242018.0,5.0,8.0,6.0,left,8.617046394385397,2.0,1.0,B,B,B,within,within,within_within,1.0,0,300.0
345,242018.0,5.0,2.0,8.0,right,10.275429381988944,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
346,242018.0,3.0,5.0,9.0,left,1.9951580185443163,2.0,5.0,A,B,B,across,across,across_across,-3.0,0,300.0
347,242018.0,5.0,3.0,8.0,right,1.6693069515749812,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
348,242018.0,4.0,6.0,1.0,left,4.486159557942301,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
349,242018.0,4.0,2.0,7.0,right,4.717817622236908,1.0,2.0,A,A,B,within,across,within_across,-1.0,1,300.0
350,242018.0,4.0,0.0,8.0,left,23.434482175391167,3.0,3.0,A,A,B,within,across,within_across,0.0,0,300.0
351,242018.0,4.0,2.0,5.0,left,2.21844426356256,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
352,242018.0,5.0,6.0,4.0,left,10.64437622623518,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
353,242018.0,1.0,2.0,7.0,right,1.253095173742622,1.0,4.0,A,A,B,within,across,within_across,-3.0,1,300.0
354,242018.0,2.0,3.0,5.0,left,1.861298861913383,1.0,2.0,A,A,B,within,across,within_across,-1.0,0,300.0
355,242018.0,4.0,7.0,1.0,right,3.1100313924252987,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
356,242018.0,5.0,1.0,9.0,left,1.1887062694877386,3.0,3.0,B,A,B,across,within,across_within,0.0,0,300.0
357,242018.0,0.0,2.0,8.0,left,0.8005590266548097,2.0,6.0,A,A,B,within,across,within_across,-4.0,0,300.0
358,242018.0,8.0,2.0,4.0,right,1.1477415561676023,4.0,3.0,B,A,A,across,across,across_across,1.0,1,300.0
359,242018.0,5.0,6.0,7.0,right,1.3372269007377326,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
360,242019.0,8.0,2.0,7.0,left,7.643287505256012,4.0,1.0,B,A,B,across,within,across_within,3.0,0,1.0
361,242019.0,6.0,7.0,0.0,right,3.740829721558839,1.0,5.0,B,B,A,within,across,within_across,-4.0,1,1.0
362,242019.0,2.0,9.0,0.0,left,3.7629268943564966,5.0,2.0,A,B,A,across,within,across_within,3.0,0,1.0
363,242019.0,8.0,1.0,3.0,left,4.815089974668808,5.0,4.0,B,A,A,across,across,across_across,1.0,0,1.0
364,242019.0,6.0,7.0,1.0,right,11.35491221677512,1.0,4.0,B,B,A,within,across,within_across,-3.0,1,1.0
365,242019.0,4.0,1.0,7.0,right,1.4241356765851378,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
366,242019.0,4.0,5.0,2.0,left,3.242488126503304,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
367,242019.0,5.0,4.0,2.0,left,4.412212910945527,1.0,2.0,B,A,A,across,across,across_across,-1.0,0,1.0
368,242019.0,3.0,0.0,7.0,right,1.8152514684479684,2.0,3.0,A,A,B,within,across,within_across,-1.0,1,1.0
369,242019.0,5.0,1.0,9.0,left,6.353447906440124,3.0,3.0,B,A,B,across,within,across_within,0.0,0,1.0
370,242019.0,8.0,3.0,1.0,left,6.127391993883066,4.0,5.0,B,A,A,across,across,across_across,-1.0,0,1.0
371,242019.0,4.0,1.0,6.0,right,4.172903343453072,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
372,242019.0,5.0,6.0,4.0,left,10.104626810643822,1.0,1.0,B,B,A,within,across,within_across,0.0,0,1.0
373,242019.0,4.0,0.0,8.0,right,4.232623424963094,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
374,242019.0,5.0,8.0,3.0,left,5.027142720064148,2.0,2.0,B,B,A,within,across,within_across,0.0,0,1.0
375,242019.0,4.0,5.0,3.0,left,2.3008661498315632,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
376,242019.0,5.0,6.0,7.0,right,2.0528621821431443,1.0,1.0,B,B,B,within,within,within_within,0.0,1,1.0
377,242019.0,1.0,9.0,4.0,left,2.382493535755202,6.0,2.0,A,B,A,across,within,across_within,4.0,0,1.0
378,242019.0,5.0,2.0,8.0,left,2.354802642483264,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
379,242019.0,0.0,7.0,3.0,left,4.743251825799234,5.0,2.0,A,B,A,across,within,across_within,3.0,0,1.0
380,242021.0,4.0,1.0,7.0,right,5.229358052951284,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
